"CNTRYID","CNT","Gender","Computers_at_home","Hours_maths_school","Hours_maths_at_home","Hours_science_school","Hours_science_at_home","PV1MATH","PV1READ","PV1SCIE"
"Malta","Malta","Male",">=3",NA,NA,NA,NA,689.27,694.139,652.672
"Malta","Malta","Male",">=3",NA,NA,NA,NA,574.765,477.509,624.145
"Malta","Malta","Female","2",NA,NA,NA,NA,537.545,475.988,556.858
"Malta","Malta","Male","0",NA,NA,NA,NA,433.666,470.884,422.723
"Malta","Malta","Male",">=3",NA,NA,NA,NA,510.072,502.923,466.149
"Malta","Malta","Female",">=3",NA,NA,NA,NA,595.404,577.087,502.139
"Malta","Malta","Female",">=3",NA,NA,NA,NA,546.195,422.879,477.494
"Malta","Malta","Female",">=3",NA,NA,NA,NA,598.21,566.408,515.517
"Malta","Malta","Male","2",NA,NA,NA,NA,516.525,521.668,553.486
"Malta","Malta","Male","2",NA,NA,NA,NA,699.325,645.753,744.887
"Malta","Malta","Female","2",NA,NA,NA,NA,586.733,647.104,573.611
"Malta","Malta","Male",">=3",NA,NA,NA,NA,617.918,545.248,674.129
"Malta","Malta","Female",">=3",NA,NA,NA,NA,647.999,591.753,552.62
"Malta","Malta","Female",">=3",NA,NA,NA,NA,439.802,407.603,369.534
"Malta","Malta","Male",">=3",NA,NA,NA,NA,447.645,423.402,337.996
"Malta","Malta","Female","2",NA,NA,NA,NA,556.953,502.522,419.208
"Malta","Malta","Male",">=3",NA,NA,NA,NA,411.025,412.252,483.397
"Malta","Malta","Female",">=3",NA,NA,NA,NA,467.794,454.841,455.257
"Malta","Malta","Female",">=3",NA,NA,NA,NA,454.72,414.029,413.462
"Malta","Malta","Female","2",NA,NA,NA,NA,461.76,508.247,566.704
"Malta","Malta","Male","2",NA,NA,NA,NA,717.524,697.875,623.539
"Malta","Malta","Male",NA,NA,NA,NA,NA,255.529,139.624,307.625
"Malta","Malta","Female","2",NA,NA,NA,NA,358.424,332.892,384.531
"Malta","Malta","Male",">=3",NA,NA,NA,NA,619.624,633.661,605.844
"Malta","Malta","Male",">=3",NA,NA,NA,NA,566.99,496.91,580.683
"Malta","Malta","Female","2",NA,NA,NA,NA,409.966,316.917,346.234
"Malta","Malta","Female",">=3",NA,NA,NA,NA,390.092,426.475,433.229
"Malta","Malta","Male",">=3",NA,NA,NA,NA,487.696,498.092,495.022
"Malta","Malta","Male",">=3",NA,NA,NA,NA,656.668,591.419,619.122
"Malta","Malta","Male","2",NA,NA,NA,NA,331.147,359.638,346.028
"Malta","Malta","Female",">=3",NA,NA,NA,NA,514.987,474.617,520.873
"Malta","Malta","Male","2",NA,NA,NA,NA,627.331,618.064,625.451
"Malta","Malta","Male",">=3",NA,NA,NA,NA,648.487,545.769,573.754
"Malta","Malta","Male","1",NA,NA,NA,NA,449.677,439.967,414.214
"Malta","Malta","Female","2",NA,NA,NA,NA,369.084,357.328,289.746
"Malta","Malta","Male","1",NA,NA,NA,NA,382.319,371.473,319.917
"Malta","Malta","Female",">=3",NA,NA,NA,NA,527.46,566.077,526.409
"Malta","Malta","Female",">=3",NA,NA,NA,NA,349.716,249.817,318.998
"Malta","Malta","Female",">=3",NA,NA,NA,NA,642.972,588.83,599.788
"Malta","Malta","Female",">=3",NA,NA,NA,NA,544.806,435.845,509.271
"Malta","Malta","Female",">=3",NA,NA,NA,NA,470.643,418.69,443.983
"Malta","Malta","Male",">=3",NA,NA,NA,NA,208.77,224.024,221.292
"Malta","Malta","Male","1",NA,NA,NA,NA,352.644,359.841,473.935
"Malta","Malta","Male","2",NA,NA,NA,NA,368.486,239.587,341.352
"Malta","Malta","Male",">=3",NA,NA,NA,NA,489.961,482.345,395.608
"Malta","Malta","Female","2",NA,NA,NA,NA,539.213,466.625,571.148
"Malta","Malta","Male",">=3",NA,NA,NA,NA,568.982,382.305,626.554
"Malta","Malta","Female","1",NA,NA,NA,NA,529.924,484.125,503.317
"Malta","Malta","Female",">=3",NA,NA,NA,NA,490.622,383.171,387.083
"Malta","Malta","Female","1",NA,NA,NA,NA,605.915,640.695,691.781
"Malta","Malta","Female",">=3",NA,NA,NA,NA,385.463,399.16,362.394
"Malta","Malta","Male","1",NA,NA,NA,NA,403.705,399.966,428.917
"Malta","Malta","Male",">=3",NA,NA,NA,NA,477.825,441.496,394.366
"Malta","Malta","Male","2",NA,NA,NA,NA,623.161,563.323,556.597
"Malta","Malta","Female","2",NA,NA,NA,NA,526.178,449.083,436.836
"Malta","Malta","Female",">=3",NA,NA,NA,NA,730.64,623.128,713.218
"Malta","Malta","Female","1",NA,NA,NA,NA,474.288,564.318,510.1
"Malta","Malta","Male",">=3",NA,NA,NA,NA,557.84,558.843,564.696
"Malta","Malta","Male","1",NA,NA,NA,NA,545.005,528.971,629.979
"Malta","Malta","Female",">=3",NA,NA,NA,NA,524.015,429.419,468.447
"Malta","Malta","Male",">=3",NA,NA,NA,NA,492.792,494.238,470.891
"Malta","Malta","Female",">=3",NA,NA,NA,NA,353.791,371.055,407.434
"Malta","Malta","Male","2",NA,NA,NA,NA,258.236,216.532,202.496
"Malta","Malta","Male",">=3",NA,NA,NA,NA,442.076,385.136,394.799
"Malta","Malta","Male",">=3",NA,NA,NA,NA,542.06,468.926,599.873
"Malta","Malta","Male",">=3",NA,NA,NA,NA,475.995,302.013,477.08
"Malta","Malta","Male",">=3",NA,NA,NA,NA,531.163,485.811,470.445
"Malta","Malta","Male",">=3",NA,NA,NA,NA,400.728,387.046,428.324
"Malta","Malta","Male","2",NA,NA,NA,NA,426.538,445.394,350.689
"Malta","Malta","Female",">=3",NA,NA,NA,NA,479.756,474.332,484.38
"Malta","Malta","Female",">=3",NA,NA,NA,NA,528.338,605.916,595.935
"Malta","Malta","Female",">=3",NA,NA,NA,NA,509.095,543.95,615.345
"Malta","Malta","Female","2",NA,NA,NA,NA,538.4,522.255,514.537
"Malta","Malta","Female","1",NA,NA,NA,NA,686.194,538.801,697.445
"Malta","Malta","Male",">=3",NA,NA,NA,NA,443.303,496.572,497.079
"Malta","Malta","Female","2",NA,NA,NA,NA,619.376,644.315,637.052
"Malta","Malta","Male",">=3",NA,NA,NA,NA,206.827,209.769,301.801
"Malta","Malta","Female",">=3",NA,NA,NA,NA,475.333,416.771,494.826
"Malta","Malta","Female","2",NA,NA,NA,NA,243.871,232.825,297.253
"Malta","Malta","Female",">=3",NA,NA,NA,NA,484.482,513.043,502.668
"Malta","Malta","Male","2",NA,NA,NA,NA,498.768,425.304,537.547
"Malta","Malta","Male","2",NA,NA,NA,NA,514.9,442.564,527.752
"Malta","Malta","Male","2",NA,NA,NA,NA,633.41,557.371,621.851
"Malta","Malta","Male",NA,NA,NA,NA,NA,405.513,316.38,386.862
"Malta","Malta","Male",">=3",NA,NA,NA,NA,647.197,522.054,611.63
"Malta","Malta","Female",">=3",NA,NA,NA,NA,534.177,534.979,456.789
"Malta","Malta","Male",">=3",NA,NA,NA,NA,426.47,388.278,404.566
"Malta","Malta","Female",">=3",NA,NA,NA,NA,484.816,510.285,495.097
"Malta","Malta","Male","2",NA,NA,NA,NA,536.185,525.126,610.296
"Malta","Malta","Female","2",NA,NA,NA,NA,448.245,553.754,402.4
"Malta","Malta","Male","2",NA,NA,NA,NA,475.401,384.051,419.548
"Malta","Malta","Female","2",NA,NA,NA,NA,305.879,284.479,413.001
"Malta","Malta","Female","2",NA,NA,NA,NA,644.278,669.175,628.242
"Malta","Malta","Female",">=3",NA,NA,NA,NA,358.293,380.429,394.243
"Malta","Malta","Male","2",NA,NA,NA,NA,442.045,445.889,476.896
"Malta","Malta","Male","2",NA,NA,NA,NA,767.672,613.614,740.603
"Malta","Malta","Female","2",NA,NA,NA,NA,357.801,405.177,337.313
"Malta","Malta","Female","2",NA,NA,NA,NA,581.188,589.537,556.223
"Malta","Malta","Male","2",NA,NA,NA,NA,506.247,378.966,420.61
"Malta","Malta","Female",">=3",NA,NA,NA,NA,493.812,407.399,487.207
"Malta","Malta","Female",">=3",NA,NA,NA,NA,369.024,472.708,400.484
"Malta","Malta","Male","1",NA,NA,NA,NA,376.962,395.05,371.736
"Malta","Malta","Female",">=3",NA,NA,NA,NA,472.429,542.464,565.562
"Malta","Malta","Male","2",NA,NA,NA,NA,309.738,183.733,268.494
"Malta","Malta","Female",">=3",NA,NA,NA,NA,497.758,426.725,449.198
"Malta","Malta","Female","2",NA,NA,NA,NA,303.174,280.875,321.679
"Malta","Malta","Female",">=3",NA,NA,NA,NA,575.942,572.858,603.772
"Malta","Malta","Male","2",NA,NA,NA,NA,649.248,575.564,659.339
"Malta","Malta","Male","2",NA,NA,NA,NA,518.233,451.063,461.004
"Malta","Malta","Male","2",NA,NA,NA,NA,452.062,340.745,399.432
"Malta","Malta","Female",">=3",NA,NA,NA,NA,573.398,605.806,600.607
"Malta","Malta","Female",">=3",NA,NA,NA,NA,400.083,321.188,378.738
"Malta","Malta","Female",">=3",NA,NA,NA,NA,457.706,454.796,390.623
"Malta","Malta","Male",">=3",NA,NA,NA,NA,560.21,471.303,598.22
"Malta","Malta","Female","0",NA,NA,NA,NA,306.54,306.858,285.627
"Malta","Malta","Male",">=3",NA,NA,NA,NA,422.592,326.036,386.517
"Malta","Malta","Male",">=3",NA,NA,NA,NA,641.946,574.887,587.786
"Malta","Malta","Male",">=3",NA,NA,NA,NA,599.18,538.281,499.983
"Malta","Malta","Male",">=3",NA,NA,NA,NA,541.345,538.136,547.937
"Malta","Malta","Female","2",NA,NA,NA,NA,514.198,522.654,559.352
"Malta","Malta","Male","1",NA,NA,NA,NA,672.779,672.443,618.436
"Malta","Malta","Female",">=3",NA,NA,NA,NA,405.396,484.288,439.799
"Malta","Malta","Male",">=3",NA,NA,NA,NA,426.22,394.364,384.19
"Malta","Malta","Female","2",NA,NA,NA,NA,502.53,580.261,508.714
"Malta","Malta","Male",">=3",NA,NA,NA,NA,409.522,338.232,418.099
"Malta","Malta","Female","1",NA,NA,NA,NA,418.044,500.369,479.332
"Malta","Malta","Female",">=3",NA,NA,NA,NA,555.577,494.433,445.173
"Malta","Malta","Male","1",NA,NA,NA,NA,295.079,228.76,277.677
"Malta","Malta","Male",">=3",NA,NA,NA,NA,499.075,409.639,557.593
"Malta","Malta","Female",">=3",NA,NA,NA,NA,468.315,407.286,415.862
"Malta","Malta","Male",">=3",NA,NA,NA,NA,307.766,270.727,325.451
"Malta","Malta","Male",">=3",NA,NA,NA,NA,551.413,383.244,448.965
"Malta","Malta","Female",">=3",NA,NA,NA,NA,483.274,516.751,446.651
"Malta","Malta","Female",">=3",NA,NA,NA,NA,560.435,569.23,566.81
"Malta","Malta","Male","1",NA,NA,NA,NA,350.976,326.503,406.785
"Malta","Malta","Female","2",NA,NA,NA,NA,481.072,575.649,493.188
"Malta","Malta","Male","1",NA,NA,NA,NA,422.922,381.964,455.641
"Malta","Malta","Male",">=3",NA,NA,NA,NA,575.395,513.478,550.835
"Malta","Malta","Male",">=3",NA,NA,NA,NA,615.347,516.962,638.524
"Malta","Malta","Male","2",NA,NA,NA,NA,483.338,293.745,449.262
"Malta","Malta","Male",">=3",NA,NA,NA,NA,487.313,506.036,536.269
"Malta","Malta","Female",">=3",NA,NA,NA,NA,254.066,322.948,277.095
"Malta","Malta","Female",">=3",NA,NA,NA,NA,512.879,490.893,489.359
"Malta","Malta","Male",">=3",NA,NA,NA,NA,610.34,593.731,603.743
"Malta","Malta","Male","1",NA,NA,NA,NA,392.635,326.054,458.016
"Malta","Malta","Female","2",NA,NA,NA,NA,727.909,670.402,715.411
"Malta","Malta","Male","1",NA,NA,NA,NA,587.905,458.044,464.424
"Malta","Malta","Male",">=3",NA,NA,NA,NA,285.8,262.696,256.435
"Malta","Malta","Male","2",NA,NA,NA,NA,587.441,541.345,615.68
"Malta","Malta","Female",">=3",NA,NA,NA,NA,369.29,357.047,331.703
"Malta","Malta","Male",">=3",NA,NA,NA,NA,483.376,481.818,511.937
"Malta","Malta","Male","2",NA,NA,NA,NA,430.422,303.472,393.562
"Malta","Malta","Male",">=3",NA,NA,NA,NA,374.793,356.163,405.26
"Malta","Malta","Female",">=3",NA,NA,NA,NA,612.555,616.535,672.185
"Malta","Malta","Female","1",NA,NA,NA,NA,508.675,497.967,401.686
"Malta","Malta","Female","2",NA,NA,NA,NA,459.733,437.824,374.661
"Malta","Malta","Male",">=3",NA,NA,NA,NA,416.608,418.923,353.027
"Malta","Malta","Female","1",NA,NA,NA,NA,448.037,513.314,392.464
"Malta","Malta","Male",">=3",NA,NA,NA,NA,566.87,552.522,557.605
"Malta","Malta","Female","2",NA,NA,NA,NA,369.595,370.405,315.172
"Malta","Malta","Male",">=3",NA,NA,NA,NA,368.44,254.554,319.828
"Malta","Malta","Female","2",NA,NA,NA,NA,550.275,564.48,555.754
"Malta","Malta","Female","1",NA,NA,NA,NA,322.837,325.553,346.348
"Malta","Malta","Male","1",NA,NA,NA,NA,309.803,293.208,316.089
"Malta","Malta","Female","2",NA,NA,NA,NA,331.439,269.863,430.179
"Malta","Malta","Male","2",NA,NA,NA,NA,577.319,594.471,668.933
"Malta","Malta","Male","1",NA,NA,NA,NA,356.82,292.308,374.663
"Malta","Malta","Male","1",NA,NA,NA,NA,419.07,411.649,473.439
"Malta","Malta","Male","2",NA,NA,NA,NA,490.483,395.441,407.453
"Malta","Malta","Female","1",NA,NA,NA,NA,335.989,331.177,354.028
"Malta","Malta","Female","1",NA,NA,NA,NA,398.026,446.371,408.528
"Malta","Malta","Male","0",NA,NA,NA,NA,246.505,196.595,274.841
"Malta","Malta","Female",">=3",NA,NA,NA,NA,520.272,483.647,481.954
"Malta","Malta","Male","2",NA,NA,NA,NA,536.134,417.932,446.505
"Malta","Malta","Female","1",NA,NA,NA,NA,405.091,484.143,438.617
"Malta","Malta","Female","2",NA,NA,NA,NA,542.198,558.765,474.812
"Malta","Malta","Male","1",NA,NA,NA,NA,265.673,212.89,195.777
"Malta","Malta","Female",">=3",NA,NA,NA,NA,540.619,451.808,434.497
"Malta","Malta","Female",">=3",NA,NA,NA,NA,526.553,422.246,445.214
"Malta","Malta","Female",">=3",NA,NA,NA,NA,287.868,187.375,172.231
"Malta","Malta","Male",">=3",NA,NA,NA,NA,432.165,418.216,447.381
"Malta","Malta","Male","2",NA,NA,NA,NA,550.574,617.893,608.271
"Malta","Malta","Male",">=3",NA,NA,NA,NA,463.345,374.358,439.472
"Malta","Malta","Male","2",NA,NA,NA,NA,487.329,403.211,415.581
"Malta","Malta","Female",">=3",NA,NA,NA,NA,539.516,479.668,468.943
"Malta","Malta","Male","1",NA,NA,NA,NA,120.736,230.518,279.233
"Malta","Malta","Male",">=3",NA,NA,NA,NA,514.675,456.661,587.862
"Malta","Malta","Female",">=3",NA,NA,NA,NA,576.238,499.226,520.625
"Malta","Malta","Female","1",NA,NA,NA,NA,503.08,547.938,510.866
"Malta","Malta","Male","2",NA,NA,NA,NA,626.568,573.858,493.565
"Malta","Malta","Male","1",NA,NA,NA,NA,361.643,364.81,397.971
"Malta","Malta","Female",">=3",NA,NA,NA,NA,582.847,491.401,594.506
"Malta","Malta","Female","1",NA,NA,NA,NA,343.863,344.353,339.767
"Malta","Malta","Male","1",NA,NA,NA,NA,555.98,416.729,475.553
"Malta","Malta","Female",">=3",NA,NA,NA,NA,567.879,522.952,544.631
"Malta","Malta","Male","1",NA,NA,NA,NA,504.798,438.532,495.112
"Malta","Malta","Male","2",NA,NA,NA,NA,439.653,422.184,375.408
"Malta","Malta","Male",">=3",NA,NA,NA,NA,477.37,503.073,419.308
"Malta","Malta","Male",">=3",NA,NA,NA,NA,390.082,297.453,405.359
"Malta","Malta","Female",">=3",NA,NA,NA,NA,469.678,508.267,506.376
"Malta","Malta","Male","2",NA,NA,NA,NA,539.272,544.497,560.953
"Malta","Malta","Male","1",NA,NA,NA,NA,566.335,426.828,536.412
"Malta","Malta","Female",">=3",NA,NA,NA,NA,586.317,672.093,586.379
"Malta","Malta","Female",">=3",NA,NA,NA,NA,489.662,571.976,480.497
"Malta","Malta","Male",">=3",NA,NA,NA,NA,644.945,546.671,528.9
"Malta","Malta","Female","2",NA,NA,NA,NA,517.108,516.773,567.07
"Malta","Malta","Female","1",NA,NA,NA,NA,291.165,312.645,268.187
"Malta","Malta","Male","1",NA,NA,NA,NA,374.521,322.098,378.847
"Malta","Malta","Female",">=3",NA,NA,NA,NA,509.771,615.173,617.119
"Malta","Malta","Female","1",NA,NA,NA,NA,313.016,367.558,293.166
"Malta","Malta","Male","1",NA,NA,NA,NA,271.038,233.845,265.329
"Malta","Malta","Male",">=3",NA,NA,NA,NA,493.894,355.958,389.14
"Malta","Malta","Male",">=3",NA,NA,NA,NA,498.465,545.448,612.91
"Malta","Malta","Female",">=3",NA,NA,NA,NA,322.68,211.124,289.877
"Malta","Malta","Male","2",NA,NA,NA,NA,674.726,646.059,572.656
"Malta","Malta","Female","2",NA,NA,NA,NA,518.069,522.95,509.742
"Malta","Malta","Female","2",NA,NA,NA,NA,317.325,326.762,409.389
"Malta","Malta","Female",">=3",NA,NA,NA,NA,483.63,383.254,380.582
"Malta","Malta","Male","2",NA,NA,NA,NA,302.614,237.911,299.833
"Malta","Malta","Male",">=3",NA,NA,NA,NA,405.564,376.974,433.303
"Malta","Malta","Male",">=3",NA,NA,NA,NA,488.723,516.385,435.889
"Malta","Malta","Male","1",NA,NA,NA,NA,454.4,444.007,354.209
"Malta","Malta","Male","2",NA,NA,NA,NA,557.591,535.72,559.76
"Mexico","Mexico","Female","0","5","1","5","1",288.897,369.619,347.994
"Mexico","Mexico","Male",NA,NA,NA,NA,NA,248.118,330.569,340.655
"Mexico","Mexico","Female","1","5","1","6","1",406.649,412.286,397.073
"Mexico","Mexico","Male","1","6",NA,"6",NA,442.722,485.661,482.392
"Mexico","Mexico","Male","2","11","11","6","9",544.226,444.97,452.005
"Mexico","Mexico","Female","1",NA,"4",NA,"2",397.161,414.359,411.575
"Mexico","Mexico","Male",">=3","6","11","5","11",384.257,349.851,409.547
"Mexico","Mexico","Male",">=3","6","3","3","2",486.027,534.734,498.965
"Mexico","Mexico","Female","1","5","3","5","2",449.934,520.75,452.345
"Mexico","Mexico","Male","2","3","10","2","3",410.083,385.306,377.342
"Mexico","Mexico","Male","0","5","11","8","25",449.269,464.68,429.073
"Mexico","Mexico","Female","0","4","4","4","4",367.382,458.105,354.858
"Mexico","Mexico","Female","1","4","6","4","6",405.177,394.82,404.43
"Mexico","Mexico","Male",">=3","3","3","8","2",474.163,423.632,497.97
"Mexico","Mexico","Male","0","5","17","6","13",279.279,306.287,369.999
"Mexico","Mexico","Female","0","3","8","4","12",389.111,415.708,381.485
"Mexico","Mexico","Male","1","4","3","4",NA,453.367,486.673,470.86
"Mexico","Mexico","Male","0","5","4","5","4",360.093,319.857,354.655
"Mexico","Mexico","Male","0","5","3","5","3",361.187,355.248,355.37
"Mexico","Mexico","Female","2","5","5","5","4",545.519,581.179,568.216
"Mexico","Mexico","Male","0","3","0","3","0",448.499,408.174,409.564
"Mexico","Mexico","Male","1","4","6","4","2",359.792,503.79,399.586
"Mexico","Mexico","Male","0","5","3","0","2",433.767,459.661,451.633
"Mexico","Mexico","Female","0","5","2","4","5",289.698,300.076,294.519
"Mexico","Mexico","Female",">=3","5","2","5","6",473.048,482.363,434.758
"Mexico","Mexico","Male","2","5","5","4","4",459.366,437.934,458.95
"Mexico","Mexico","Female","2","8","1","7","1",431.704,410.474,456.892
"Mexico","Mexico","Female","1","5","0","3","1",364.893,431.226,381.407
"Mexico","Mexico","Male",">=3","5",NA,"5",NA,414.035,376.921,386.006
"Mexico","Mexico","Female","2","5","2","6","3",376.549,346.603,400.843
"Mexico","Mexico","Male","1","1","1","1","2",307.843,429.475,346.011
"Mexico","Mexico","Male","1","5","15","5","30",417.126,429.197,426.441
"Mexico","Mexico","Female","0","5","5","3","3",357.778,371.035,344.764
"Mexico","Mexico","Female","1","5","6","6","5",467.011,534.922,505.019
"Mexico","Mexico","Female","1","4","7","4","4",378.392,468.262,419.575
"Mexico","Mexico","Female","1","1","1","1","4",355.926,397.467,369.11
"Mexico","Mexico","Male","2","4",NA,"4",NA,418.19,369.635,429.105
"Mexico","Mexico","Male","2","4","5","5","5",404.556,520.886,465.658
"Mexico","Mexico","Female","0","4","4","4","3",413.88,464.069,414.196
"Mexico","Mexico","Female","1","4","7","5","7",499.54,526.602,516.197
"Mexico","Mexico","Male","1","4","5","6","6",374.736,396.914,413.804
"Mexico","Mexico","Female",">=3","5","6","5","6",267.832,385.962,337.967
"Mexico","Mexico","Male","0","5","11","5","11",579.011,545.32,513.839
"Mexico","Mexico","Female","0","5","5","6","6",325.948,423.55,336.436
"Mexico","Mexico","Male",">=3","5","1","5","1",512.694,494.276,503.942
"Mexico","Mexico","Female","0","5","2","3","2",353.735,424.395,418.091
"Mexico","Mexico","Male","1","3","3","3","2",512.013,549.87,484.976
"Mexico","Mexico","Male","0","5","2","4","3",474.955,411.441,445.069
"Mexico","Mexico","Female","1","4","10","4","20",451.828,474.397,442.899
"Mexico","Mexico","Male","0","7","7","12","6",461.295,373.942,461.827
"Mexico","Mexico","Male","0","5","11","6","11",500.412,420.353,457.05
"Mexico","Mexico","Female",">=3","4","1","3","2",402.288,450.826,386.59
"Mexico","Mexico","Male","2","5","5","5","5",575.355,533.677,536.042
"Mexico","Mexico","Female","2","6",NA,"4",NA,365.385,506.233,451.761
"Mexico","Mexico","Female","1","5","0","3","1",446.282,464.263,427.466
"Mexico","Mexico","Female","0","6","10","3","1",516.82,565.698,525.399
"Mexico","Mexico","Male",">=3","5","2","5","2",353.49,383.973,364.197
"Mexico","Mexico","Male","2","5","11","3","4",493.056,510.451,515.542
"Mexico","Mexico","Female",">=3","5","25","6","25",451.577,446.204,384.043
"Mexico","Mexico","Female","1","4","4","5","5",370.988,391.54,376.821
"Mexico","Mexico","Male","0","3","5","3","4",584.767,504.135,519.848
"Mexico","Mexico","Female","0","2","4","2","3",387.068,409.676,450.268
"Mexico","Mexico","Female","2","4","3","4","4",314.797,338.932,365.203
"Mexico","Mexico","Female",">=3","5","3","5","2",566.736,560.699,504.403
"Mexico","Mexico","Male","1","17","30","17","15",370.97,323.264,321.073
"Mexico","Mexico","Male",">=3","5","7","5","5",274.669,285.149,299.996
"Mexico","Mexico","Female","0","4","15","3","20",397.705,462.696,387.642
"Mexico","Mexico","Female","1","4","2","4","1",441.329,438.558,363.239
"Mexico","Mexico","Female","0","5",NA,"5",NA,335.438,356.755,407.123
"Mexico","Mexico","Male","1","5","6","4","3",556.932,625.723,581.621
"Mexico","Mexico","Female",">=3","4","3","4","1",400.961,471.076,422.92
"Mexico","Mexico","Male",">=3","5","27","3","18",598.693,617.856,594.647
"Mexico","Mexico","Female","0","5","10","5","7",568.152,447.287,482.564
"Mexico","Mexico","Female","0","4","2","4","2",446.75,471.281,434.315
"Mexico","Mexico","Female","1","4",NA,"4",NA,405.693,426.757,475.327
"Mexico","Mexico","Female","0","3","3","3","3",503.757,545.634,486.113
"Mexico","Mexico","Male","0","5","5","6","6",324.758,336.844,359.339
"Mexico","Mexico","Female","1","2","2","4","2",310.822,402.473,354.547
"Mexico","Mexico","Male","1","5","6","3","6",320.815,388.009,363.456
"Mexico","Mexico","Male","2","6","3","0","0",449.552,529.52,507.296
"Mexico","Mexico","Male","2","4","4","4","4",572.586,580.135,454.481
"Mexico","Mexico","Female","0","4","5","4","3",367.448,373.662,367.12
"Mexico","Mexico","Female","2","5","6","6","6",366.405,479.183,382.924
"Mexico","Mexico","Female","1","4","4","4","8",348.019,340.321,332.76
"Mexico","Mexico","Female","2","5","2","3","1",480.802,544.684,462.448
"Mexico","Mexico","Male","2","5","5","5","5",392.87,473.14,419.553
"Mexico","Mexico","Female","1","5","7","5","9",447.291,526.654,455.013
"Mexico","Mexico","Male","0","5","16","6","8",557.02,433.361,498.19
"Mexico","Mexico","Female","2","3","3","3","4",464.938,582.718,518.513
"Mexico","Mexico","Female","0","4","10","5","9",442.47,496.992,475.992
"Mexico","Mexico","Male","2","6","1","5","1",384.245,454.729,421.588
"Mexico","Mexico","Female","1","5","4","6","6",561.357,465.065,519.183
"Mexico","Mexico","Female","0","4","3","3","3",396.421,440.273,445.589
"Mexico","Mexico","Female","2","5","1","3","2",538.946,530.067,549.352
"Mexico","Mexico","Male","2","3","17","0","0",548.836,559.799,545.24
"Mexico","Mexico","Male","1","3","2","2","2",423.05,426.715,453.978
"Mexico","Mexico","Male",">=3","5","5","3","3",482.738,553.214,503.004
"Mexico","Mexico","Male","2","5","0","5","1",480.433,531.935,479.044
"Mexico","Mexico","Male","1","4","2","4","5",352.978,375.327,343.468
"Mexico","Mexico","Female","0","5","10","5","5",383.843,430.817,413.216
"Mexico","Mexico","Female","1","5","1","5","1",434.941,476.181,398.241
"Mexico","Mexico","Female","0","5","5","5","4",326.942,318.516,299.707
"Mexico","Mexico","Male","2","3","7","2","6",335.289,396.884,379.881
"Mexico","Mexico","Male","0","0","5","0","5",382.178,391.066,404.634
"Mexico","Mexico","Female","1","6","1","5","1",458.193,512.078,486.713
"Mexico","Mexico","Female","2","4","0","4","3",490.031,445.374,476.965
"Mexico","Mexico","Female","0","5","5","5","5",372.532,398.849,384.979
"Mexico","Mexico","Female","1","4","8","4","5",425.217,480.95,414.706
"Mexico","Mexico","Female","2","5","8","2","7",578.414,584.685,550.006
"Mexico","Mexico","Female","1","5","5","4","5",403.486,448.512,410.848
"Mexico","Mexico","Male","0","5","1","6","1",311.914,382.623,348.59
"Mexico","Mexico","Male","1","4","4","4","4",398.788,438.673,437.235
"Mexico","Mexico","Male","0","5","10","5","8",431.497,499.87,477.14
"Mexico","Mexico","Female","0","6","5","4","3",480.054,458.048,435.853
"Mexico","Mexico","Male","1","5","5","5","5",324.88,307.159,345.229
"Mexico","Mexico","Male","0","3","6","3","6",401.001,363.397,349.374
"Mexico","Mexico","Female",">=3","5","2","6",NA,384.374,495.428,406.403
"Mexico","Mexico","Female",">=3","5","5","5","5",517.891,510.021,528.003
"Mexico","Mexico","Female",">=3","5","3","2","1",556.355,513.177,489.926
"Mexico","Mexico","Female",">=3","3","3","4","1",492.118,570.077,497.877
"Mexico","Mexico","Female","1","5","3","4","2",493.139,483.346,472.599
"Mexico","Mexico","Female","2","5","1","6","1",445.018,465.091,438.257
"Mexico","Mexico","Female","0","4","2","4","6",371.7,498.131,413.873
"Mexico","Mexico","Male","2","5","6","3","6",328.638,429.105,380.845
"Mexico","Mexico","Female","0","5","5","4","8",389.106,419.992,450.236
"Mexico","Mexico","Male","0","5","5","5","5",323.616,352.482,364.575
"Mexico","Mexico","Male","0","5","15","6","10",405.537,435.546,409.973
"Mexico","Mexico","Male",">=3","7","5","6","4",336.447,355.287,368.288
"Mexico","Mexico","Male","0","4","4","3","3",396.07,410.319,409.289
"Mexico","Mexico","Male","0","7","23","7","30",370.387,321.45,382.951
"Mexico","Mexico","Male","0","5","7","3","8",378.666,381.684,379.271
"Mexico","Mexico","Male","1","4","4","5","4",529.589,495.626,513.628
"Mexico","Mexico","Male","2","4","0","4","2",449.787,448.945,500.506
"Mexico","Mexico","Male",">=3","4","2","7","4",522.963,592.978,552.583
"Mexico","Mexico","Female","0","4","5","4","5",577.367,540.811,588.337
"Mexico","Mexico","Male","0","3","3","5",NA,389.389,424.778,410.639
"Mexico","Mexico","Female","1","5","12","12","9",604.187,574.788,559.046
"Mexico","Mexico","Male","2","5","5","3","2",608.745,652.009,662.565
"Mexico","Mexico","Male","0","7","1","7","7",271.934,275.481,244.31
"Mexico","Mexico","Female","1","8","0","3","0",525.171,469.53,485.132
"Mexico","Mexico","Female","0","5","7","3","7",513.159,388.204,510.526
"Mexico","Mexico","Female","2","5","4","4","1",554.37,546.466,550.807
