"CNT","Gender","Computers_at_home","Hours_maths_school","Hours_maths_at_home","Hours_science_school","Hours_science_at_home","PV1MATH","PV1READ","PV1SCIE"
"United Kingdom","Female","1","4","2","6","5",559.595,570.451,639.644
"United Kingdom","Female","1","4","0","4","0",295.106,358.244,359.827
"United Kingdom","Female","1","4","6","2","4",381.847,418.839,358.102
"United Kingdom","Female",">=3","4","6","3","5",378.608,366.148,363.708
"United Kingdom","Female",">=3","3","0","3","1",481.086,508.397,477.007
"United Kingdom","Female","2",NA,"6",NA,"8",528.105,563.868,560.556
"United Kingdom","Female","2",NA,NA,NA,NA,433.73,533.519,473.126
"United Kingdom","Female",">=3","4","4","3","3",446.578,461.351,418.754
"United Kingdom","Female",">=3","7","16","6","10",503.737,625.613,578.648
"United Kingdom","Female",">=3","4","5","3","6",458.349,410.501,464.048
"United Kingdom","Female",">=3","6","4","6","3",390.058,406.415,382.006
"United Kingdom","Female","2","5","4","4","2",517.018,579.728,542.825
"United Kingdom","Female","2","4","5","3","5",308.829,314.289,333.135
"United Kingdom","Male",">=3","4","0","3","1",563.057,570.222,575.189
"United Kingdom","Male","2","5","11","3","3",523.228,434.834,480.256
"United Kingdom","Male","1","4","10","6","10",509.822,485.922,529.752
"United Kingdom","Male","0","1",NA,"1",NA,481.666,544.151,404.086
"United Kingdom","Male",">=3","5",NA,"5",NA,449.051,330.52,451.088
"United Kingdom","Male",">=3","4","4","3","3",388.685,459.407,439.321
"United Kingdom","Male",">=3","4","2","7","2",614.129,552.113,604.739
"United Kingdom","Male","0","4","4","3","3",558.144,581.384,587.379
"United Kingdom","Male","0",NA,"2",NA,"3",517.46,498.209,502.03
"United Kingdom","Male","2","6","2","6","3",540.897,595.024,579.904
"United Kingdom","Male",">=3","4","3","3","10",582.949,642.025,602.903
"United Kingdom","Male","2","5","2","5","2",483.906,487.592,447.913
"United Kingdom","Male","1","4",NA,"3",NA,459.957,329.871,376.223
"United Kingdom","Male",">=3","4","5","4","5",437.673,350.376,421.412
"United Kingdom","Female",">=3","6","2","6","1",614.765,648.767,715.601
"United Kingdom","Female","2","4","6","4","1",465.121,557.292,505.428
"United Kingdom","Female","2","3","2","3","2",582.528,581.565,647.464
"United Kingdom","Female",">=3","6","2","8","2",458.844,509.406,510.844
"United Kingdom","Female","2","3",NA,"6","3",611.843,522.745,628.308
"United Kingdom","Female","1","4","2","8","4",524.182,466.425,541.036
"United Kingdom","Female","1","4","1","4","1",456.937,449.177,468.627
"United Kingdom","Female","2","3","2","5","2",580.815,700.653,651.828
"United Kingdom","Female","0","3","2","4","2",419.368,459.22,439.486
"United Kingdom","Female",">=3","3","3","4","3",454.487,422.146,499.276
"United Kingdom","Female","2","6","1","9","1",582.999,539.516,561.487
"United Kingdom","Male","2","3","2","6","2",528.41,436.546,552.485
"United Kingdom","Male",">=3","3","1","4",NA,514.156,432.508,437.227
"United Kingdom","Male",">=3","5",NA,"5","7",454.277,402.454,505.67
"United Kingdom","Male",">=3","3","1","4","0",545.047,549.158,591.939
"United Kingdom","Male",">=3","5","1","9","2",324.538,438.824,351.677
"United Kingdom","Male","1","4","6","4","0",357.135,424.801,396.145
"United Kingdom","Male",">=3","3","3","4","1",577.65,607.475,650.312
"United Kingdom","Male","1","4","5","4",NA,410.54,366.873,405.31
"United Kingdom","Male",">=3","5","4","4","4",422.188,393.792,372.991
"United Kingdom","Male",">=3","6","6","14","8",487.898,527.282,489.409
"United Kingdom","Male","2","5","3","5","5",580.931,498.328,576.125
"United Kingdom","Male","1","6","5","9","6",648.632,580.996,651.973
"United Kingdom","Male",">=3","6","6","8","8",526.241,465.109,503.565
"United Kingdom","Male","1","3","4","4","4",458.001,490.922,535.976
"United Kingdom","Female","2","6","12","9","12",444.458,437.889,444.838
"United Kingdom","Female",">=3","6","9","9","8",428.305,436.459,444.796
"United Kingdom","Male","0","6","5","5","3",421.382,391.395,418.222
"United Kingdom","Male","1","6","2","10","0",476.311,519.848,484.567
"United Kingdom","Male",">=3","6","2","9","4",524.562,537.231,556.208
"United Kingdom","Female",">=3","5",NA,"4","6",323.619,407.921,366.551
"United Kingdom","Female",NA,NA,NA,NA,NA,364.388,435.208,375.29
"United Kingdom","Female",">=3","7",NA,"8",NA,455.734,473.953,491.372
"United Kingdom","Female","2","6","7","9","5",430.08,434.633,430.341
"United Kingdom","Female","2","9","12","10","10",276.124,373.069,349.649
"United Kingdom","Female","1","6","16","9","12",447.895,444.477,435.505
"United Kingdom","Female",">=3","6","5","9","5",403.829,516.446,446.313
"United Kingdom","Male","2","5","10","8","10",533.363,570.427,545.761
"United Kingdom","Male",">=3","5","3","5","2",470.719,456.884,479.281
"United Kingdom","Male","1","6","2","9","2",556.69,558.997,553.008
"United Kingdom","Male","2","6","3","9","5",410.106,430.434,427.414
"United Kingdom","Male",">=3","6","10","5","10",467.054,472.661,494.42
"United Kingdom","Male","1","8","5","8","3",349.317,386.307,377.756
"United Kingdom","Male","1","6","2","9","5",500.721,501.232,485.972
"United Kingdom","Male","0","5","9","5","13",427.037,387.334,390.513
"United Kingdom","Male","2","6","3","9","4",482.767,536.206,523.357
"United Kingdom","Male","1","6","4","9","5",487.279,414.186,431.708
"United Kingdom","Male","1","6","1","5","2",362.668,461.429,374.371
"United Kingdom","Male",">=3",NA,NA,NA,"1",463.948,312.661,414.155
"United Kingdom","Male",">=3","6",NA,"9",NA,446.255,454.883,483.594
"United Kingdom","Female",">=3","5","4","7","4",549.551,545.712,573.006
"United Kingdom","Female","2","5","0","6","0",382.541,468.258,464.399
"United Kingdom","Female",">=3","5","5","6","7",599.189,615.839,674.747
"United Kingdom","Female","2","11","12","12","7",518.481,535.972,536.772
"United Kingdom","Female",">=3","5","7","4","6",432.998,461.222,417.156
"United Kingdom","Female",">=3","5","9","4","6",442.163,483.112,451.443
"United Kingdom","Female","2","5","2","6","3",527.641,530.406,574.129
"United Kingdom","Female",">=3","5",NA,"5",NA,413.784,478.08,427.5
"United Kingdom","Female","1","5","4","4","4",438.855,424.978,422.396
"United Kingdom","Female",">=3","5","9","7","7",474.236,489.125,499.207
"United Kingdom","Female","1","11","11","12","7",503.544,534.634,538.121
"United Kingdom","Female","1","5","7","4","9",355.835,464.966,429.747
"United Kingdom","Male",">=3","5","9","5","7",513.524,436.005,444.907
"United Kingdom","Male","2","5","5","5","5",548.226,468.82,511.585
"United Kingdom","Male",">=3","5","15","5","15",483.566,514.857,537.582
"United Kingdom","Male","2","5","4","5","5",474.39,521.651,541.344
"United Kingdom","Male","0","3","5","3","5",386.58,382.6,343.716
"United Kingdom","Male",">=3","5","0","5","0",428.495,511.568,446.831
"United Kingdom","Male","1","5","5","4","4",505.401,495.483,512.267
"United Kingdom","Male","2","5",NA,"5",NA,396.64,423.852,431.251
"United Kingdom","Male",">=3","5",NA,"4",NA,531.026,461.978,490.375
"United Kingdom","Male",">=3","7","3","7","2",472.808,406.219,443.697
"United Kingdom","Male","1","5","19","7","18",514.48,526.191,526.853
"United Kingdom","Male","1","5",NA,"6",NA,566.721,610.074,567.063
"United Kingdom","Female","2","3","0","6","1",503.629,571.79,476.284
"United Kingdom","Female",">=3","3","1","9","3",558.972,633.37,599.084
"United Kingdom","Female","2","6",NA,"9",NA,598.65,647.769,617.119
"United Kingdom","Female","1","3","1","3","8",563.92,611.746,607.109
"United Kingdom","Male","2","6","4","9","3",607.02,657.808,619.25
"United Kingdom","Male",">=3","6","4","9","6",439.434,448.728,456.807
"United Kingdom","Female",">=3","3","1","2","3",522.323,550.084,528.186
"United Kingdom","Female",">=3","3","3","2","3",569.205,609.226,656.701
"United Kingdom","Female",">=3","3","2","9","4",595.251,586.44,609.057
"United Kingdom","Female","2","3","2","6","4",542.424,609.897,569.839
"United Kingdom","Female",">=3","3","3","6","3",580.071,607.682,574.445
"United Kingdom","Female","2","3","6","3","7",546.174,582.115,607.167
"United Kingdom","Female","2","6","4","9","2",487.358,569.88,543.551
"United Kingdom","Female","2","3","6","6","2",569.781,620.898,572.225
"United Kingdom","Female","1","3","1","6","2",524.18,525.964,483.279
"United Kingdom","Male","2","3","2","3","3",611.438,615.315,689.338
"United Kingdom","Male",">=3","3","1","9","1",597.087,672.552,669.172
"United Kingdom","Male",">=3","3","7","6","10",530.084,555.73,562.847
"United Kingdom","Male",">=3","3","3","2","5",510.356,559.504,554.873
"United Kingdom","Male",">=3","3","1","6","3",588.85,540.713,579.483
"United Kingdom","Male",">=3","3","3","3","5",574.065,519.333,558.066
"United Kingdom","Male",">=3","3","1","3","2",607.201,649.757,656.144
"United Kingdom","Male",">=3","3","2","3","2",550.101,479.445,574.193
"United Kingdom","Male",">=3","3","2","2","3",612.258,645.528,695.479
"United Kingdom","Male",">=3","4","5","6","4",594.262,545.03,595.011
"United Kingdom","Male","2","3","3","3","5",533.907,415.262,434.682
"United Kingdom","Male","2","3","6","2","3",513.903,518.096,549.745
"United Kingdom","Male",">=3","3","3","6","3",622.452,572.143,686.699
"United Kingdom","Female",">=3","4","2","2","2",315.688,479.711,415.084
"United Kingdom","Female","1","4",NA,"2",NA,339.85,504.707,459.298
"United Kingdom","Female","2","5","5","4","4",261.435,270.219,327.715
"United Kingdom","Female","2","4","2","3","2",422.49,480.686,532.889
"United Kingdom","Female",">=3","5","1","6","1",433.416,431.606,470.774
"United Kingdom","Female",">=3","4","7","2","7",316.279,423.236,385.083
"United Kingdom","Female",">=3","4","15","4","13",417.419,427.754,486.521
"United Kingdom","Female",">=3","4","4","2","6",536.772,579.458,587.79
"United Kingdom","Female",">=3","4","4","6","3",455.384,563.879,543.106
"United Kingdom","Female","1","4","3","5","4",625.398,644.521,682.947
"United Kingdom","Female",">=3","4","4","3","3",336.089,469.675,432.202
"United Kingdom","Female",">=3","4","4","5","10",467.349,575.636,579.731
"United Kingdom","Female","2","4","10","4","4",377.541,462.299,481.411
"United Kingdom","Female","2","4","1","4",NA,364.602,451.366,411.91
"United Kingdom","Female","2","4","2","5","2",301.441,485.21,455.999
"United Kingdom","Male",">=3","2","5","3","5",246.853,351.235,381.318
"United Kingdom","Male",">=3","4","15","3","3",482.745,614.509,543.064
"United Kingdom","Male",">=3","4","2","5","2",330.031,420.169,386.538
"United Kingdom","Male","2","4","1","2","1",305.718,347.571,307.295
"United Kingdom","Male","2","4","1","4","1",519.06,467.302,588.091
"United Kingdom","Male",">=3","4","2","3","2",530.709,483.046,556.851
"United Kingdom","Male","2","4","5","4","5",331.316,349.475,383.548
"United Kingdom","Male","2",NA,"3",NA,"5",288.813,386.075,386.162
"United Kingdom","Male","1","4","4","6","4",457.343,539.03,505.948
"United Kingdom","Male",">=3","4",NA,"5",NA,558.592,599.706,630.657
"United Kingdom","Male",">=3","4","1","4","1",570.027,602.507,649.058
"United Kingdom","Female",">=3","4","2","4","1",585.995,653.198,619.834
"United Kingdom","Female",">=3","4","2","4","0",588.256,599.402,582.557
"United Kingdom","Female",">=3","4","0","4","2",521.091,642.453,574.538
"United Kingdom","Female",">=3","4","2","4","1",533.155,596.46,656.844
"United Kingdom","Female",">=3","4","4","4","4",507.002,484.13,533.399
"United Kingdom","Female",">=3","4","1","4",NA,352.49,497.89,492.095
"United Kingdom","Female",">=3","4","1","4",NA,527.787,637.81,504.29
"United Kingdom","Female",">=3","4","10","4","10",592.049,595.075,643.037
"United Kingdom","Female",">=3","4","5","4","5",398.024,530.807,479.032
"United Kingdom","Male",">=3","4","2","4","5",627.482,587.673,605.295
"United Kingdom","Male",">=3","4","4","4","4",370.356,303.074,362.012
"United Kingdom","Male",">=3","4","3","4","1",482.871,408.299,476.861
"United Kingdom","Male",">=3","5","5","5","5",556.948,582.768,532.261
"United Kingdom","Male","2","4","2","4","3",424.724,302.952,415.47
"United Kingdom","Female",">=3","4","4","4","4",326.874,263.84,357.415
"United Kingdom","Female","2","4","3","4","2",394.833,354.192,387.238
"United Kingdom","Female","2","5","3","5","3",528.72,510.472,556.797
"United Kingdom","Female","2","4","30","3","2",433.305,473.187,510.892
"United Kingdom","Female","2","4","16","4","16",374.443,484.075,443.382
"United Kingdom","Female",">=3","4","4","4","4",327.243,293.87,352.456
"United Kingdom","Female",">=3","5","4","4","3",397.592,368.889,388.253
"United Kingdom","Female",">=3","4","2","3","1",654.946,625.449,676.305
"United Kingdom","Female",">=3","3","3","4","3",472.794,537.486,457.895
"United Kingdom","Female","1","7","2","6",NA,399.373,363.332,396.196
"United Kingdom","Female","1","6","6","6","8",501.672,503.968,532.581
"United Kingdom","Female","1","4","7","4","6",428.961,455.947,448.297
"United Kingdom","Female","1","5","1","4","1",499.4,496.329,521.221
"United Kingdom","Male","2","4","5","3","4",461.166,469.204,447.895
"United Kingdom","Male",NA,NA,NA,NA,NA,397.111,331.472,359.881
"United Kingdom","Male",">=3","8","2","8","2",616.603,588.158,640.938
"United Kingdom","Male","2","4",NA,"4",NA,467.68,405.051,448.129
"United Kingdom","Male","2","2","7","3","7",531.232,465.487,417.321
"United Kingdom","Male","1","7","5","4","4",403.924,371.768,377.554
"United Kingdom","Male",">=3","7","2","6","0",410.431,400.476,415.8
"United Kingdom","Male","2","4","4","4","4",376.018,350.693,372.577
"United Kingdom","Male",">=3","5","5","4","4",468.712,303.032,352.113
"United Kingdom","Male",">=3","5","2","6","2",566.03,515.355,563.373
"United Kingdom","Male",">=3","6","1","2","1",621.665,531.865,603.937
"United Kingdom","Male",">=3","5","5","5","5",529.672,564.775,542.409
"United Kingdom","Male","2","5","8","4","4",328,396.667,432.679
"United Kingdom","Male",">=3","5","1","6","1",572.105,534.459,560.369
"United Kingdom","Male","2","5","2","6","3",592.703,636.124,697.443
"United Kingdom","Male",">=3","5","5","5","5",535.512,503.444,477.989
"United Kingdom","Male",">=3","5","16","5","15",566.679,515.347,533.615
"United Kingdom","Male",">=3","5","4","6","2",585.554,530.473,583.031
"United Kingdom","Male",">=3","5","3","6","2",537.354,533.925,575.139
"United Kingdom","Male",">=3","5","30","6","30",555.502,481.134,506.418
"United Kingdom","Male",">=3","5","5","3","3",476.276,461.988,396.381
"United Kingdom","Male","1","5","2","4","3",478.972,416.358,465.982
"United Kingdom","Male","2","5",NA,"3",NA,436.138,446.381,391.609
"United Kingdom","Male",">=3",NA,"5",NA,"6",387.98,348.7,393.131
"United Kingdom","Female","2","4",NA,"0",NA,501.667,555.738,553.321
"United Kingdom","Female",">=3","4","4","0",NA,382.843,344.372,379.118
"United Kingdom","Female","1","6","6","0",NA,324.873,344.445,357.287
"United Kingdom","Female",">=3","4","7","0",NA,417.155,431.107,491.326
"United Kingdom","Female","2","4","5","0",NA,477.286,461.496,445.88
"United Kingdom","Female","2","5","5","0",NA,403.887,420.012,466.312
"United Kingdom","Female",">=3","7","5","9","5",522.361,397.307,407.066
"United Kingdom","Female",">=3","4","3","0",NA,559.769,546.307,543.012
"United Kingdom","Female","1","4","2","0",NA,508.403,526.504,526.23
"United Kingdom","Female","1","5","4","0",NA,357.282,483.946,376.124
"United Kingdom","Male","2","4","3","0",NA,446.868,445.441,414.739
"United Kingdom","Male","2","4","4","0",NA,558.872,531.705,565.424
"United Kingdom","Male","1","12","6","0",NA,451.493,431.402,380.656
"United Kingdom","Male",">=3","4","24","0",NA,409.057,414.186,395.15
"United Kingdom","Male",">=3","6","12","0",NA,542.938,509.988,527.749
"United Kingdom","Male","1","0",NA,"0",NA,458.292,454.175,421.226
"United Kingdom","Male","1","5","5","0",NA,464.772,555.97,452.525
"United Kingdom","Male","1","4",NA,"0",NA,436.307,480.627,465.634
"United Kingdom","Male","0","5",NA,"0",NA,463.655,471.865,490.515
"United Kingdom","Male",">=3","4","6","0","0",526.154,550.426,538.987
"United Kingdom","Male","2","4","4","0",NA,431.459,462.241,432.856
"United Kingdom","Male","1","4","4","0",NA,412.881,386.662,377.265
"United Kingdom","Female","2","4","1","4","1",575.299,543.743,569.834
"United Kingdom","Female","2","4","0","4","2",411.067,439.274,430.868
"United Kingdom","Female","2","4","4","4","4",421.366,366.374,385.927
"United Kingdom","Female",">=3","4","4","4","4",549.874,573.682,579.498
"United Kingdom","Female",">=3","4","4","4","4",391.473,453.257,408.244
"United Kingdom","Female","1","4","4","4","4",389.65,501.067,458.113
"United Kingdom","Female","2","4","2","4","2",491.751,510.773,499.995
"United Kingdom","Female",">=3","4","1","4","1",382.353,446.024,431.06
"United Kingdom","Female",">=3","4","4","4","4",422.714,379.071,393.567
"United Kingdom","Female",">=3","4","1","4",NA,530.868,568.444,496.095
"United Kingdom","Female",">=3","4","1","6","1",533.599,665.251,641.123
"United Kingdom","Female","2","4","1","4","2",598.57,536.274,545.01
"United Kingdom","Female",">=3","4","3","5","2",617.331,659.182,660.414
"United Kingdom","Male",">=3","3","1","3","1",458.682,371.766,447.142
"United Kingdom","Male",">=3","4","1","4","1",461.717,305.14,473.826
"United Kingdom","Male","2",NA,NA,NA,NA,461.574,446.195,412.639
"United Kingdom","Male",">=3","4","1","4","2",566.556,528.416,540.98
"United Kingdom","Male","1","5","5","4","4",432.218,447.507,392.196
"United Kingdom","Male","2","4","0","6","2",649.796,636.513,616.017
"United Kingdom","Male","2","4","1","4","1",515.286,545.772,552.835
"United Kingdom","Male","1","4","2","4",NA,370.985,417.209,345.929
"United Kingdom","Male",">=3","3","24","3","23",373.308,403.627,363.315
"United Kingdom","Male","2","3","3","3","4",497.904,400.574,518.468
"United Kingdom","Male",">=3","3","2","4","4",527.578,518.653,517.185
"United Kingdom","Male",">=3","4","1","3","3",375.951,547.784,452.431
"United Kingdom","Male",">=3","4","0","7","2",489.597,488.163,557.568
"United Kingdom","Male","1","4","6","4","6",406.743,374.689,427.801
"United Kingdom","Female",">=3","0","0","3","3",408.204,359.204,364.767
"United Kingdom","Female",">=3","4","14","4","1",480.959,585.545,515.302
"United Kingdom","Female","1","0",NA,"6",NA,380.209,456.534,383.801
"United Kingdom","Female",">=3","3","1","3","1",543.136,516.784,561.896
"United Kingdom","Female",">=3","0",NA,"5","1",533.698,561.327,604.928
"United Kingdom","Female",">=3","0",NA,"3","3",401.078,457.895,430.634
"United Kingdom","Female","2","3","0","3","4",485.831,533.661,466.331
"United Kingdom","Female","2","0","0","5","0",393.279,370.945,389.429
"United Kingdom","Female",">=3","6","2","5","1",503.973,575.363,530.279
"United Kingdom","Female",">=3","5","14","5","2",497.662,479.845,500.543
"United Kingdom","Female","1","0",NA,"4",NA,377.11,428.631,402.858
"United Kingdom","Female",">=3","0",NA,"5",NA,504.336,500.4,463.203
"United Kingdom","Male","1","0",NA,"4","6",458.471,418.54,478.988
"United Kingdom","Male","1","0","0","4","4",351.006,345.135,345.345
"United Kingdom","Male",NA,NA,NA,NA,NA,472.214,516.544,505.728
"United Kingdom","Male","2","5",NA,"6",NA,447.875,445.14,469.697
"United Kingdom","Male",">=3","0",NA,"6","7",558.985,566.437,625.16
"United Kingdom","Male",">=3","0",NA,"3","3",423.487,339.803,377.218
"United Kingdom","Male","1","4","4","3","3",427.764,266.757,429.88
"United Kingdom","Male","2","5","5","6","6",348.703,384.582,402.423
"United Kingdom","Male","1","0",NA,"3",NA,435.528,446.829,504.248
"United Kingdom","Male","1","4","5","3","4",303.24,281.052,349.486
"United Kingdom","Male",">=3","6","30","5","30",527.832,464.655,517.508
"United Kingdom","Male","2","0","0","6","2",467.264,383.564,449.332
"United Kingdom","Male",">=3","0",NA,"4",NA,448.495,469.262,494.119
"United Kingdom","Female","2","6","8","13","5",548.666,553.2,543.128
"United Kingdom","Female","2","4","5","8","10",508.329,456.886,470.064
"United Kingdom","Female","1","5","9","3","5",547.587,374.829,398.463
"United Kingdom","Female","1","4","3","8","5",452.886,475.746,440.6
"United Kingdom","Male","2","5","3","9","1",515.508,508.303,529.657
"United Kingdom","Male",">=3","4","8","7","6",577.147,607.164,636.695
"United Kingdom","Female",">=3","5",NA,"3","0",450.143,478.382,475.994
"United Kingdom","Female","2","4","3","6","3",571.207,580.833,551.786
"United Kingdom","Female","2","3","2","8","3",545.771,566.819,590.087
"United Kingdom","Female",">=3","4","3","7","3",512.467,536.768,568.167
"United Kingdom","Female","2","4","2","3","4",496.748,562.449,483.723
"United Kingdom","Female",">=3","4","1","3","4",481.779,479.5,458.465
"United Kingdom","Female","2","5","4","8","4",539.238,516.468,527.584
"United Kingdom","Female","2","4","12","3","8",605.149,626.105,620.513
"United Kingdom","Female","1","5","2","4","2",494.545,579.335,552.165
"United Kingdom","Female","2","4","3","4","2",521.982,544.297,572.15
"United Kingdom","Female","2","4","1","6","2",577.959,653.386,618.9
"United Kingdom","Female","2","4","1","3","2",473.547,544.976,553.796
"United Kingdom","Male",">=3","4","2","9","3",601.28,559.012,640.827
"United Kingdom","Male","2","4","3","3","4",518.795,494.828,499.666
"United Kingdom","Male",">=3","5",NA,"7",NA,596.243,609.341,641.95
"United Kingdom","Male","2","4","3","7","3",551.453,532.599,579.689
"United Kingdom","Male",">=3","4","6","7","3",584.717,504.844,559.999
"United Kingdom","Male","2","4","15","4","10",529.502,554.713,541.911
"United Kingdom","Male","2","4","6","4","6",568.016,532.826,538.617
"United Kingdom","Male","1","8","3","15","2",544.771,524.998,531.921
"United Kingdom","Male","1","4","5","2","4",527.785,539.277,574.923
"United Kingdom","Male","2","4","3","3","3",645.636,639.993,665.679
"United Kingdom","Male","2","4","0","3","0",556.755,525.589,552.064
"United Kingdom","Female","2","3",NA,"6",NA,481.216,477.029,485.112
"United Kingdom","Male","1","3","5","3","5",486.741,479.578,505.155
"United Kingdom","Female","2","3","3","6","6",392.171,405.452,396.68
"United Kingdom","Female",">=3","3","2","9","3",617.222,560.871,559.561
"United Kingdom","Female","1","3","1","3","1",532.495,476.979,478.381
"United Kingdom","Female",">=3","3","4","6","8",625.333,596.696,595.601
"United Kingdom","Female",">=3","3","1","6","3",496.112,531.907,541.066
"United Kingdom","Female",">=3","3","3","3","4",440.097,472.933,422.485
"United Kingdom","Female",">=3",NA,NA,NA,NA,473.323,364.178,377.312
"United Kingdom","Female",">=3","4",NA,"2",NA,481.389,522.67,484.923
"United Kingdom","Female",">=3","3","2","3","5",464.266,489.701,460.839
"United Kingdom","Female",">=3","3","0","6","0",534.052,595.438,611.353
"United Kingdom","Female","2","3",NA,"3","1",552.749,691.697,650.499
"United Kingdom","Female",">=3","3","1","3",NA,385.88,445.633,448.418
"United Kingdom","Female",">=3","3","4","6","7",594.198,489.087,554.995
"United Kingdom","Male",">=3","3","3","9","9",615.533,518.495,584.96
"United Kingdom","Male","2","3",NA,"6","2",573.084,594.227,602.003
"United Kingdom","Male",">=3","3","10","6","10",452.944,489.217,459.657
"United Kingdom","Male",">=3","3",NA,"2",NA,534.131,411.699,435.456
"United Kingdom","Male",">=3","3","2","3","2",590.721,523.029,580.231
"United Kingdom","Male","2","3","4","3","6",539.588,493.054,497.416
"United Kingdom","Male",">=3","3","1","6","1",587.457,575.645,664.621
"United Kingdom","Male","2","3","0","9","0",622.97,559.456,622.886
"United Kingdom","Male","2","3","2","6","2",444.968,461.929,423.251
"United Kingdom","Male",">=3",NA,NA,NA,NA,487.949,521.679,602.218
"United Kingdom","Male",">=3","3","1","6","1",570.723,572.752,660.026
"United Kingdom","Female","2","5","2","5","3",572.676,603.185,607.693
"United Kingdom","Male","2","4","4","3","3",402.047,375.237,372.133
"United Kingdom","Female","1","5","6","0","0",432.358,487.746,448.871
"United Kingdom","Female","1","5","8","0",NA,422.946,435.987,396.761
"United Kingdom","Female",">=3","5","2","10","4",427.197,403.848,487.569
"United Kingdom","Female",">=3","5","6","5","4",375.113,559.414,510.962
"United Kingdom","Female","2","5","6","5","6",477.282,536.03,475.817
"United Kingdom","Female","1","5","6","10","12",488.344,579.059,565.711
"United Kingdom","Female","2","5","5","5","3",437.589,423.094,393.743
"United Kingdom","Female","1","5","1","5","1",532.74,657.289,620.003
"United Kingdom","Female",">=3","5","4","5","8",494.675,485.823,497.525
"United Kingdom","Female","1","5","23","10","30",598.155,593.135,605.234
"United Kingdom","Female","1","5",NA,"0",NA,447.11,505.332,511.232
"United Kingdom","Female",">=3","5","5","5","5",357.966,374.589,369.807
"United Kingdom","Female","2","5","5","10","9",449.779,493.427,529.748
"United Kingdom","Female","2","5","1","5","1",318.468,325.417,301.727
"United Kingdom","Male",">=3","5","8","10","11",600.785,559.128,580.087
"United Kingdom","Male","1","5","11","0",NA,296.741,334.501,326.14
"United Kingdom","Male","2","5","6","5","5",567.823,581.486,599.173
"United Kingdom","Male",">=3","5","10","13","10",628.886,571.068,610.695
"United Kingdom","Male",">=3","5","3","0","0",534.485,550.425,568.529
"United Kingdom","Male",">=3","5","4","5","4",477.397,481.701,529.245
"United Kingdom","Male","2","5","6","5","4",601.14,603.767,666.672
"United Kingdom","Male","1","5","4","0",NA,444.419,479.194,410.314
"United Kingdom","Male","1","5","5","5","5",530.239,577.189,518.661
"United Kingdom","Male",">=3","6","1","0",NA,359.144,387.404,307.211
"United Kingdom","Male","2","5","4","5","4",420.363,377.109,389.222
"United Kingdom","Male",">=3",NA,"5",NA,"5",516.81,502.179,534.545
"United Kingdom","Male",">=3","5","5","33",NA,402.71,411.577,374.259
"United Kingdom","Male",">=3","5","4","5","4",335.856,319,344.794
"United Kingdom","Male",">=3","6","6","12","12",626.117,676.15,665.014
"United Kingdom","Female",">=3","3","5","6","7",535.437,498.72,521.598
"United Kingdom","Female",">=3","3","3","3","3",402.248,349.576,399.347
"United Kingdom","Female","2","4","2","12","2",535.459,467.821,527.458
"United Kingdom","Female","2","3","3","12","3",503.386,538.086,576.894
"United Kingdom","Female","0","3","1","3","1",678.1,594.507,693.543
"United Kingdom","Female",">=3","4","2","12","4",529.988,546.779,556.955
"United Kingdom","Female",">=3","3","3","3","3",517.733,503.583,582.528
"United Kingdom","Female","2","3",NA,"3",NA,566.066,615.986,586.596
"United Kingdom","Female",">=3","4","4","9","9",507.784,608.909,550.182
"United Kingdom","Female","2","3","3","12","12",576.063,559.095,636.902
"United Kingdom","Female","2","3","3","9","2",463.587,513.268,567.873
"United Kingdom","Female",">=3","3","1","6","6",476.166,446.699,457.385
"United Kingdom","Female",">=3","4","9","3","4",498.609,472.006,512.959
"United Kingdom","Female",">=3","3","5","3","2",420.921,466.206,484.824
"United Kingdom","Male",">=3","3","2","6","2",628.114,520.367,583.828
"United Kingdom","Male",">=3","4",NA,"6","2",702.652,662.315,770.646
"United Kingdom","Male",">=3","4","1","12","2",700.862,582.146,614.428
"United Kingdom","Male","2","3","4","9","7",690.924,583.538,628.861
"United Kingdom","Male","2","3",NA,"3",NA,423.682,389.564,429.092
"United Kingdom","Male","2","3",NA,"3",NA,362.633,348.645,385.368
"United Kingdom","Male","2","3","4","3","2",446.657,384.67,436.419
"United Kingdom","Male",">=3","4",NA,"0",NA,462.201,404.401,431.08
"United Kingdom","Male","1","3","5","3","3",529.846,485.979,510.621
"United Kingdom","Male","0","3","9","12","16",521.241,513.265,503.581
"United Kingdom","Male",">=3","3","3","3","3",427.265,464.206,451.982
"United Kingdom","Male","1","4","1","3","1",591.773,521.428,638.913
"United Kingdom","Male",">=3","3","3","6","5",534.183,446.337,491.42
"United Kingdom","Male",">=3","3","2","0",NA,400.931,445.074,378.285
"United Kingdom","Male","1","3","4","0",NA,417.571,430.919,455.493
"United Kingdom","Female",">=3","6","6","6","7",429.925,303.615,350.904
"United Kingdom","Male",">=3","6","6","12","9",459.523,510.401,515.704
"United Kingdom","Female",">=3","4","6","6","4",483.976,464.986,457.284
"United Kingdom","Male",">=3","4","5","3","4",587.676,610.385,574.459
"United Kingdom","Female",">=3","4","3","3","6",564.618,522.001,540.625
"United Kingdom","Female",">=3","4","1","9","2",601.361,622.741,598.527
"United Kingdom","Female","1","4","1","3","5",361.844,392.76,384.782
"United Kingdom","Female",">=3","4",NA,"0",NA,502.785,609.51,596.076
